title,region,region_name,region_parent_name,price,is_boost,property_size,bedrooms,bathrooms,furnishing
5bdrm Mansion in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),4000000000.0,enterprise,1500.0,5.0,6.0,Semi-Furnished
"1bdrm Block of Flats in Nvigwe Woji, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,60000000.0,enterprise,465.0,1.0,1.0,Semi-Furnished
4bdrm Duplex in Port Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,60000000.0,enterprise,498.0,4.0,4.0,Unfurnished
"Furnished 5bdrm Duplex in Rukpokwu Off Sars Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,650.0,5.0,5.0,Furnished
"Furnished 3bdrm Block of Flats in Ndamati Estate, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,70000000.0,enterprise,460.0,3.0,3.0,Furnished
"4bdrm Duplex in Mopol 19 Gra, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,450.0,4.0,4.0,Semi-Furnished
4bdrm Duplex in Gwarinpa for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),200000000.0,enterprise,,4.0,5.0,Semi-Furnished
"7bdrm Duplex in Bilaad Estate, Jabi for sale","Abuja (FCT), Jabi",Jabi,Abuja (FCT),750000000.0,enterprise,600.0,7.0,5.0,Semi-Furnished
9bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,2500000000.0,enterprise,2500.0,9.0,5.0,Semi-Furnished
Furnished 6bdrm Duplex in Gwarinpa for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),350000000.0,enterprise,,6.0,5.0,Furnished
9bdrm Mansion in Guzape Diplomatic for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),3000000000.0,enterprise,2000.0,9.0,10.0,Semi-Furnished
"5bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),400000000.0,enterprise,800.0,5.0,5.0,Semi-Furnished
4bdrm Bungalow in Eneka Port Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,465.0,4.0,4.0,Semi-Furnished
2bdrm Bungalow in Ada George Port for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,368.0,2.0,2.0,Semi-Furnished
"3bdrm Block of Flats in Rumuakparali, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,465.0,3.0,3.0,Unfurnished
"5bdrm Duplex in Sars Rd P/H, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,465.0,5.0,5.0,Semi-Furnished
"Furnished 5bdrm Duplex in Mercy Land Off Nta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,680.0,5.0,5.0,Furnished
"Furnished 5bdrm Duplex in Nkpolu Runuigbo, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,98000000.0,enterprise,480.0,5.0,5.0,Furnished
"Furnished 5bdrm Duplex in Gas Estate Ozuoba Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,789.0,5.0,5.0,Furnished
"1bdrm Block of Flats in Omachi Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,40000000.0,enterprise,320.0,1.0,1.0,Semi-Furnished
"Furnished 3bdrm Block of Flats in Lekki Garden Gra Ph, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,235.0,3.0,3.0,Furnished
"Furnished 11bdrm Duplex in Emerald Garden, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),380000000.0,enterprise,500.0,11.0,12.0,Furnished
"14bdrm Block of Flats in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),380000000.0,enterprise,1200.0,14.0,15.0,Unfurnished
4bdrm Duplex in Around Apo Mechanic for sale,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),210000000.0,enterprise,400.0,4.0,5.0,Unfurnished
5bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,500000000.0,enterprise,,5.0,5.0,Semi-Furnished
4bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),250000000.0,enterprise,400.0,4.0,5.0,Unfurnished
"5bdrm Duplex in Wuse, Zone 1, Abuja for sale","Wuse, Zone 1 / Wuse",Zone 1 / Wuse,Wuse,800000000.0,enterprise,600.0,5.0,6.0,Semi-Furnished
Furnished 4bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),800000000.0,enterprise,700.0,4.0,5.0,Furnished
6bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1000000000.0,enterprise,800.0,6.0,7.0,Semi-Furnished
"5bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),400000000.0,enterprise,,5.0,5.0,Unfurnished
4bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),350000000.0,enterprise,1500.0,4.0,5.0,Semi-Furnished
"Furnished 4bdrm Duplex in Rayfield Resort, Jos for sale","Plateau State, Jos",Jos,Plateau State,120000000.0,enterprise,5000.0,4.0,5.0,Furnished
"2bdrm Bungalow in Deeper Life Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,40000000.0,enterprise,465.0,2.0,2.0,Semi-Furnished
"Furnished 4bdrm Duplex in Harmony Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,360.0,4.0,4.0,Furnished
"Furnished 4bdrm Duplex in Peter Odili, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,320000000.0,enterprise,452.0,4.0,4.0,Furnished
"4bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,220000000.0,enterprise,465.0,4.0,4.0,Semi-Furnished
"2bdrm Block of Flats in Rumuduru Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,475.0,2.0,2.0,Semi-Furnished
"4bdrm Duplex in Mopol 19 Gra Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,465.0,4.0,4.0,Semi-Furnished
"Furnished 6bdrm Duplex in Eliozu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,985.0,6.0,6.0,Furnished
"Furnished 4bdrm Duplex in Rumuibekwe Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,680.0,4.0,4.0,Furnished
"Furnished 4bdrm Bungalow in In An Estate, Back, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),110000000.0,enterprise,500.0,4.0,5.0,Furnished
"4bdrm Duplex in Mshel, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),165000000.0,enterprise,450.0,4.0,5.0,Unfurnished
5bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),550000000.0,enterprise,700.0,5.0,6.0,Semi-Furnished
"7bdrm Duplex in Bilaad Estate, Jabi for sale","Abuja (FCT), Jabi",Jabi,Abuja (FCT),850000000.0,enterprise,800.0,7.0,5.0,Semi-Furnished
4bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),500000000.0,enterprise,2000.0,4.0,5.0,Semi-Furnished
8bdrm Mansion in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,2500000000.0,enterprise,2200.0,8.0,5.0,Unfurnished
"Furnished 4bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,400000000.0,enterprise,1162.0,4.0,4.0,Furnished
"Furnished 5bdrm Duplex in Road 17 Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,350000000.0,enterprise,469.0,5.0,5.0,Furnished
"Furnished 5bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,320.0,5.0,5.0,Furnished
"3bdrm Bungalow in Mbodo-Aluu Behind, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,70000000.0,enterprise,986.0,3.0,3.0,Unfurnished
4bdrm Duplex in Cedeerwood Estate for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,538.0,4.0,4.0,Semi-Furnished
"2bdrm Block of Flats in Rumuekini Off East, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,49000000.0,enterprise,986.0,2.0,2.0,Semi-Furnished
"2bdrm Block of Flats in Rumuolumini Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,45000000.0,enterprise,450.0,2.0,2.0,Semi-Furnished
"Furnished 3bdrm Block of Flats in Tombia Gra, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,460.0,3.0,3.0,Furnished
"4bdrm Duplex in Peter Odili, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,320.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in River Park Estate, for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),260000000.0,enterprise,450.0,4.0,5.0,Unfurnished
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,230000000.0,diamond,200.0,4.0,4.0,Semi-Furnished
6bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),1200000000.0,enterprise,600.0,6.0,7.0,Semi-Furnished
"6bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),400000000.0,enterprise,,6.0,5.0,Unfurnished
"3bdrm Apartment in Gra, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,80000000.0,enterprise,321.0,3.0,3.0,Semi-Furnished
4bdrm Duplex in Shell Co Operative for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,430.0,4.0,4.0,Semi-Furnished
"5bdrm Duplex in Ndamati Estate Off, Oyigbo for sale","Rivers State, Oyigbo",Oyigbo,Rivers State,120000000.0,enterprise,300.0,5.0,5.0,Semi-Furnished
"2bdrm Block of Flats in Majesty Estates Off, Obio-Akpor for sale","Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,200000000.0,enterprise,986.0,2.0,2.0,Semi-Furnished
"Furnished 4bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,220000000.0,enterprise,468.0,4.0,4.0,Furnished
"6bdrm Duplex in Unity Avenue, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,85000000.0,enterprise,658.0,6.0,6.0,Unfurnished
"Furnished 3bdrm Block of Flats in Unity Estate Off, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,560.0,3.0,3.0,Furnished
"Furnished 4bdrm Duplex in Rumudomaya, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,350.0,4.0,4.0,Furnished
"4bdrm Duplex in Eneka, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,450.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Oil Spring Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),85000000.0,enterprise,600.0,4.0,5.0,Unfurnished
5bdrm Duplex in Wuse Zone for sale,"Abuja (FCT), Wuse",Wuse,Abuja (FCT),850000000.0,enterprise,600.0,5.0,6.0,Unfurnished
"4bdrm Duplex in Oil Spring Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),90000000.0,enterprise,600.0,4.0,5.0,Unfurnished
"2bdrm Block of Flats in Unguwan Hashimu, Karu-Nasarawa for sale","Nasarawa State, Karu-Nasarawa",Karu-Nasarawa,Nasarawa State,290000000.0,False,1630.0,2.0,3.0,Unfurnished
5bdrm Duplex in Jahi By Gilmore for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),370000000.0,enterprise,3000.0,5.0,5.0,Semi-Furnished
6bdrm Duplex in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),3000000000.0,enterprise,600.0,6.0,7.0,Semi-Furnished
5bdrm Duplex in Gwarinpa Main Abuja for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,500.0,5.0,6.0,Semi-Furnished
Furnished 7bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),2000000000.0,enterprise,1700.0,7.0,5.0,Furnished
"5bdrm Duplex in Dawaki By News, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),300000000.0,enterprise,3000.0,5.0,6.0,Semi-Furnished
"2bdrm Block of Flats in Twice Sister Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,85000000.0,enterprise,460.0,2.0,2.0,Semi-Furnished
"Furnished 4bdrm Duplex in Ada George Port, Shell Location for sale","Port-Harcourt, Shell Location",Shell Location,Port-Harcourt,380000000.0,enterprise,1395.0,4.0,4.0,Furnished
"5bdrm Duplex in Rukpokwu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,465.0,5.0,5.0,Unfurnished
Furnished 4bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,,4.0,5.0,Furnished
"4bdrm Duplex in Mini Orlu Off  Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,640.0,4.0,4.0,Semi-Furnished
"Furnished 4bdrm Duplex in Rumuodomaya, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,460.0,4.0,4.0,Furnished
"2bdrm Bungalow in Sars Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,70000000.0,enterprise,320.0,2.0,2.0,Semi-Furnished
"Furnished 4bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,280000000.0,enterprise,560.0,4.0,5.0,Furnished
"Furnished 4bdrm Bungalow in Ait Off Nta Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,460.0,4.0,4.0,Furnished
"4bdrm Duplex in Harmony Estate In Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,400000000.0,enterprise,520.0,4.0,4.0,Semi-Furnished
"Furnished 4bdrm Duplex in Eneka Rd Rukpokwu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,470.0,4.0,4.0,Furnished
"4bdrm Duplex in Rumuodara, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,680.0,4.0,4.0,Semi-Furnished
"Furnished 4bdrm Bungalow in Baba Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,988.0,4.0,5.0,Furnished
"4bdrm Duplex in Mopol 19 Gra, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,450000000.0,enterprise,689.0,4.0,4.0,Semi-Furnished
Furnished 4bdrm Duplex in Woji Port Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,160000000.0,enterprise,465.0,4.0,5.0,Furnished
"4bdrm Duplex in Sars Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,469.0,4.0,4.0,Semi-Furnished
"2bdrm Apartment in Fha By Premiere, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),75000000.0,enterprise,1200.0,2.0,3.0,Unfurnished
"Furnished 6bdrm Bungalow in Sally Best, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),400000000.0,enterprise,450.0,6.0,7.0,Furnished
"2bdrm Apartment in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),90000000.0,enterprise,200.0,2.0,3.0,Unfurnished
7bdrm Mansion in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,2600000000.0,enterprise,2200.0,7.0,5.0,Semi-Furnished
5bdrm Duplex in Wuye District for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),1000000000.0,enterprise,,5.0,5.0,Unfurnished
"Furnished 4bdrm Duplex in Gwarimpa Abuja, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),380000000.0,enterprise,500.0,4.0,5.0,Furnished
"3bdrm Bungalow in Ogbogoro Unity, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,45000000.0,enterprise,465.0,3.0,3.0,Semi-Furnished
"Furnished 5bdrm Duplex in Alajih Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,1395.0,5.0,5.0,Furnished
4bdrm Duplex in Eliparawo Off Egbelu for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,460.0,4.0,5.0,Semi-Furnished
"3bdrm Block of Flats in Akar Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,698.0,3.0,2.0,Semi-Furnished
"2bdrm Block of Flats in Prime Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,60000000.0,enterprise,490.0,2.0,1.0,Semi-Furnished
"4bdrm Duplex in Mshel, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),160000000.0,enterprise,550.0,4.0,5.0,Unfurnished
"5bdrm Duplex in Sun Rise Estate...., Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),255000000.0,enterprise,550.0,5.0,6.0,Unfurnished
"3bdrm Apartment in Kabusa Gardens, Dakwo District for sale","Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),160000000.0,enterprise,250.0,3.0,4.0,Unfurnished
"3bdrm Apartment in Adeniyi Jones, Ikeja for sale","Lagos State, Ikeja",Ikeja,Lagos State,300000000.0,premium,2200.0,3.0,3.0,Semi-Furnished
"5bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,800.0,5.0,5.0,Unfurnished
4bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),320000000.0,enterprise,2000.0,4.0,5.0,Semi-Furnished
"3bdrm Bungalow in Efab Queens Estate, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),200000000.0,enterprise,530.0,3.0,4.0,Semi-Furnished
"4bdrm Duplex in Mab Global Estate, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,750.0,4.0,5.0,Unfurnished
Furnished 8bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),4500000000.0,enterprise,1500.0,8.0,9.0,Furnished
8bdrm Mansion in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),7000000000.0,enterprise,2000.0,8.0,9.0,Semi-Furnished
"4bdrm Duplex in Woji Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,469.0,4.0,4.0,Semi-Furnished
"2bdrm Bungalow in Aparalink Off Nta Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,320.0,2.0,2.0,Semi-Furnished
"4bdrm Duplex in Shell Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,430.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Stadium Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,989.0,4.0,4.0,Semi-Furnished
Furnished Mini Flat in Alakahia University for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,460.0,1.0,1.0,Furnished
"Furnished 5bdrm Duplex in Saniabacha Gra, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,689.0,5.0,5.0,Furnished
"Furnished 5bdrm Duplex in Tamber Estate Sars, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,460.0,5.0,5.0,Furnished
"4bdrm Duplex in Corner Stone Off Nta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,480.0,4.0,4.0,Unfurnished
"3bdrm Bungalow in Rukpokwu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,460.0,3.0,3.0,Semi-Furnished
12bdrm Block of Flats in Garki for sale,"Jigawa State, Garki",Garki,Jigawa State,900000000.0,enterprise,1200.0,12.0,13.0,Unfurnished
"3bdrm Apartment in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),100000000.0,enterprise,200.0,3.0,4.0,Unfurnished
4bdrm Townhouse/Terrace in Ikeja Gra for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,600000000.0,premium,2500.0,4.0,5.0,Semi-Furnished
"5bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),270000000.0,enterprise,,5.0,5.0,Unfurnished
4bdrm Duplex in Jabi Waterfront for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),650000000.0,enterprise,3000.0,4.0,5.0,Semi-Furnished
Furnished 4bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,500000000.0,enterprise,600.0,4.0,5.0,Furnished
5bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),580000000.0,enterprise,500.0,5.0,5.0,Semi-Furnished
4bdrm Duplex in Gwarinpa By 2Nd for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),200000000.0,enterprise,1500.0,4.0,5.0,Semi-Furnished
Furnished 4bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),350000000.0,enterprise,1800.0,4.0,5.0,Furnished
"4bdrm Duplex in Golden Town Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,350.0,4.0,4.0,Semi-Furnished
"2bdrm Apartment in Ameachi Rd Gra Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,60000000.0,enterprise,440.0,2.0,2.0,Semi-Furnished
"Furnished 5bdrm Duplex in Cedar Wood Off Sars, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,500000000.0,enterprise,986.0,5.0,5.0,Furnished
"Furnished 3bdrm Block of Flats in New Road Estate, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,470.0,3.0,3.0,Furnished
"Furnished 4bdrm Duplex in Victory Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,650.0,4.0,5.0,Furnished
3bdrm Bungalow in Efab Queens Estate for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),190000000.0,enterprise,530.0,3.0,4.0,Semi-Furnished
5bdrm Duplex in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),3500000000.0,enterprise,1200.0,5.0,6.0,Semi-Furnished
6bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1000000000.0,enterprise,600.0,6.0,7.0,Semi-Furnished
"4bdrm Duplex in New Road Extension, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,350.0,4.0,4.0,Semi-Furnished
"2bdrm Block of Flats in Rumukwurushi New, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,110000000.0,enterprise,465.0,2.0,2.0,Semi-Furnished
"Furnished 4bdrm Bungalow in Omachi Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,420.0,4.0,4.0,Furnished
3bdrm Block of Flats in Igwurutali Airport for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,460.0,3.0,3.0,Semi-Furnished
"Furnished 5bdrm Duplex in New Rd Exention Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,560.0,5.0,5.0,Furnished
"Furnished 4bdrm Duplex in Abua Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,280000000.0,enterprise,350.0,4.0,5.0,Furnished
"4bdrm Duplex in Ada George, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,300.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Sars Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,420.0,4.0,4.0,Semi-Furnished
"4bdrm Bungalow in Ebony Rd Orazi, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,910.0,4.0,4.0,Semi-Furnished
"5bdrm Duplex in Oro-Ekpo Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,469.0,5.0,5.0,Semi-Furnished
"3bdrm Block of Flats in Jesus Avenue Off Nta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,60000000.0,enterprise,460.0,3.0,3.0,Semi-Furnished
